txn_id,user_id,txn_date,txn_year,txn_month,txn_type,txn_amount,revenue_percent,revenue
403,20,2026-01-18,2026,1,UPI,2350.72,0.005,11.753599999999999
404,20,2025-10-28,2025,10,UPI,1696.72,0.005,8.483600000000001
405,20,2025-10-13,2025,10,UPI,1967.79,0.005,9.83895
406,20,2026-01-01,2026,1,UPI,4734.82,0.005,23.6741
407,20,2026-01-08,2026,1,CARD,1056.2,0.012,12.6744
408,20,2025-10-13,2025,10,UPI,630.17,0.005,3.1508499999999997
409,20,2025-12-08,2025,12,CARD,1749.57,0.012,20.99484
410,20,2026-01-07,2026,1,CARD,3232.09,0.012,38.78508
411,20,2025-12-16,2025,12,UPI,1151.9,0.005,5.759500000000001
412,20,2026-01-09,2026,1,UPI,2864.71,0.005,14.323550000000001
413,20,2026-01-21,2026,1,UPI,4561.49,0.005,22.80745
414,20,2025-10-25,2025,10,CARD,655.56,0.012,7.86672
415,20,2025-12-20,2025,12,CARD,1608.94,0.012,19.307280000000002
416,20,2025-10-31,2025,10,CARD,2659.89,0.012,31.91868
417,21,2025-11-12,2025,11,CARD,4523.67,0.012,54.284040000000005
418,21,2025-12-19,2025,12,CARD,3270.21,0.012,39.24252
419,21,2025-12-19,2025,12,UPI,2112.78,0.005,10.563900000000002
420,21,2025-10-10,2025,10,UPI,562.95,0.005,2.81475
421,21,2025-12-16,2025,12,UPI,3175.34,0.005,15.876700000000001
422,21,2025-11-09,2025,11,UPI,1600.17,0.005,8.00085
423,21,2025-10-21,2025,10,CARD,3821.41,0.012,45.85692
424,21,2025-12-03,2025,12,CARD,4730.75,0.012,56.769
425,21,2025-10-19,2025,10,CARD,91.29,0.012,1.09548
426,21,2025-10-12,2025,10,UPI,3052.98,0.005,15.2649
427,21,2025-11-20,2025,11,CARD,1646.44,0.012,19.75728
428,21,2026-01-10,2026,1,CARD,1264.6,0.012,15.175199999999998
429,22,2025-11-24,2025,11,UPI,4415.06,0.005,22.075300000000002
430,22,2025-12-17,2025,12,UPI,4032.33,0.005,20.16165
431,22,2025-12-02,2025,12,CARD,2905.13,0.012,34.861560000000004
432,22,2025-10-17,2025,10,CARD,1069.26,0.012,12.83112
433,22,2025-11-30,2025,11,CARD,649.48,0.012,7.793760000000001
434,22,2025-12-23,2025,12,CARD,3554.76,0.012,42.657120000000006
435,22,2025-11-18,2025,11,CARD,2400.36,0.012,28.80432
436,22,2025-12-04,2025,12,CARD,61.53,0.012,0.73836
437,22,2025-12-08,2025,12,UPI,1447.29,0.005,7.23645
438,22,2025-11-12,2025,11,CARD,4290.73,0.012,51.48876
439,22,2025-11-30,2025,11,CARD,1385.24,0.012,16.622880000000002
440,22,2026-01-08,2026,1,CARD,3776.72,0.012,45.32064
441,22,2026-01-26,2026,1,CARD,192.81,0.012,2.31372
442,22,2025-10-14,2025,10,UPI,1913.85,0.005,9.56925
443,22,2025-12-10,2025,12,UPI,4083.07,0.005,20.41535
444,22,2025-11-21,2025,11,CARD,2773.19,0.012,33.27828
445,23,2025-12-20,2025,12,CARD,4102.75,0.012,49.233000000000004
446,23,2025-11-07,2025,11,UPI,972.3,0.005,4.8614999999999995
447,23,2025-12-04,2025,12,CARD,197.58,0.012,2.37096
448,23,2025-11-24,2025,11,UPI,4395.63,0.005,21.97815
449,23,2026-01-10,2026,1,UPI,4467.19,0.005,22.335949999999997
450,23,2025-11-09,2025,11,UPI,2502.02,0.005,12.5101
451,23,2025-12-04,2025,12,CARD,714.09,0.012,8.569080000000001
452,23,2025-10-08,2025,10,CARD,3622.58,0.012,43.47096
453,23,2025-10-26,2025,10,CARD,4582.16,0.012,54.98592
454,23,2025-11-14,2025,11,UPI,2687.13,0.005,13.43565
455,23,2025-10-16,2025,10,UPI,3678.55,0.005,18.392750000000003
456,23,2025-11-17,2025,11,UPI,3594.76,0.005,17.9738
457,23,2025-11-04,2025,11,CARD,4825.35,0.012,57.9042
458,23,2026-01-01,2026,1,UPI,3669.21,0.005,18.34605
459,23,2025-11-19,2025,11,CARD,331.59,0.012,3.9790799999999997
460,23,2025-12-24,2025,12,UPI,4168.6,0.005,20.843000000000004
461,23,2025-10-20,2025,10,UPI,519.17,0.005,2.59585
462,23,2025-11-06,2025,11,UPI,2751.16,0.005,13.755799999999999
463,23,2025-10-10,2025,10,UPI,2662.68,0.005,13.3134
464,23,2025-10-10,2025,10,CARD,3024.95,0.012,36.2994
465,23,2025-11-20,2025,11,CARD,1567.1,0.012,18.8052
466,23,2025-11-12,2025,11,CARD,569.21,0.012,6.830520000000001
467,23,2025-10-31,2025,10,UPI,1604.27,0.005,8.02135
468,23,2026-01-24,2026,1,UPI,406.08,0.005,2.0303999999999998
469,23,2025-10-23,2025,10,CARD,4019.48,0.012,48.233760000000004
470,23,2025-12-30,2025,12,CARD,550.84,0.012,6.610080000000001
471,23,2026-01-11,2026,1,CARD,4894.67,0.012,58.73604
472,23,2025-10-19,2025,10,UPI,2584.54,0.005,12.9227
473,24,2026-01-01,2026,1,UPI,251.04,0.005,1.2552
474,24,2025-12-30,2025,12,UPI,90.72,0.005,0.4536
475,24,2025-12-11,2025,12,UPI,866.1,0.005,4.3305
476,24,2026-01-05,2026,1,CARD,1475.26,0.012,17.703120000000002
477,24,2025-10-06,2025,10,UPI,485.89,0.005,2.42945
478,24,2025-11-04,2025,11,CARD,1410.37,0.012,16.92444
479,24,2025-11-21,2025,11,UPI,1661.47,0.005,8.30735
480,24,2025-10-26,2025,10,UPI,1404.69,0.005,7.02345
481,24,2025-11-17,2025,11,CARD,3539.19,0.012,42.47028
482,24,2026-01-06,2026,1,CARD,439.85,0.012,5.2782
483,24,2026-01-03,2026,1,UPI,61.93,0.005,0.30965
484,24,2025-12-08,2025,12,UPI,4769.36,0.005,23.846799999999998
485,24,2025-10-05,2025,10,CARD,4182.37,0.012,50.18844
486,24,2026-01-02,2026,1,UPI,841.65,0.005,4.20825
487,24,2025-11-22,2025,11,CARD,2281.47,0.012,27.37764
488,24,2025-11-03,2025,11,CARD,1423.97,0.012,17.08764
489,24,2025-11-02,2025,11,CARD,4420.75,0.012,53.049
490,24,2025-11-17,2025,11,CARD,207.11,0.012,2.48532
491,24,2025-10-04,2025,10,CARD,2920.29,0.012,35.04348
492,24,2025-11-05,2025,11,CARD,2712.73,0.012,32.55276
493,24,2025-12-10,2025,12,UPI,2494.18,0.005,12.4709
494,24,2025-11-17,2025,11,UPI,972.76,0.005,4.8638
495,24,2025-11-02,2025,11,UPI,4735.34,0.005,23.6767
496,24,2025-10-24,2025,10,CARD,2941.34,0.012,35.29608
497,24,2026-01-28,2026,1,CARD,4819.04,0.012,57.82848
498,25,2026-01-08,2026,1,UPI,1573.56,0.005,7.8678
499,25,2025-11-12,2025,11,CARD,4225.9,0.012,50.7108
500,25,2025-12-21,2025,12,UPI,867.8,0.005,4.3389999999999995
501,25,2025-10-15,2025,10,UPI,3283.8,0.005,16.419
502,25,2025-12-31,2025,12,UPI,246.18,0.005,1.2309
503,25,2025-10-29,2025,10,CARD,1188.35,0.012,14.2602
504,25,2025-11-11,2025,11,CARD,4925.68,0.012,59.108160000000005
505,25,2025-11-24,2025,11,CARD,4984.0,0.012,59.808
506,25,2026-01-20,2026,1,UPI,743.64,0.005,3.7182
507,25,2026-01-28,2026,1,CARD,1553.64,0.012,18.643680000000003
508,25,2025-10-18,2025,10,CARD,1247.11,0.012,14.965319999999998
509,25,2025-11-05,2025,11,UPI,4489.3,0.005,22.4465
510,25,2026-01-11,2026,1,CARD,4166.62,0.012,49.99944
511,26,2025-12-31,2025,12,UPI,2320.6,0.005,11.603
512,26,2025-12-30,2025,12,UPI,56.5,0.005,0.28250000000000003
513,26,2025-10-03,2025,10,CARD,967.77,0.012,11.61324
514,26,2025-12-25,2025,12,CARD,4334.38,0.012,52.01256
515,26,2025-12-31,2025,12,UPI,3788.99,0.005,18.94495
516,26,2025-10-22,2025,10,UPI,4002.56,0.005,20.0128
517,26,2025-10-06,2025,10,UPI,4283.69,0.005,21.41845
518,26,2025-11-12,2025,11,CARD,4269.58,0.012,51.23496
519,26,2025-10-26,2025,10,CARD,2126.71,0.012,25.52052
520,26,2025-11-10,2025,11,CARD,4544.75,0.012,54.537
521,26,2026-01-12,2026,1,CARD,4988.54,0.012,59.86248
522,26,2025-10-03,2025,10,UPI,3406.15,0.005,17.03075
523,26,2025-10-06,2025,10,CARD,3589.18,0.012,43.07016
524,26,2025-11-25,2025,11,UPI,2066.49,0.005,10.33245
525,26,2025-12-27,2025,12,UPI,491.65,0.005,2.45825
526,26,2026-01-16,2026,1,CARD,502.17,0.012,6.02604
527,26,2025-10-31,2025,10,CARD,4840.6,0.012,58.0872
528,26,2025-10-07,2025,10,UPI,2582.71,0.005,12.91355
529,27,2025-10-11,2025,10,CARD,832.65,0.012,9.9918
530,27,2025-12-13,2025,12,UPI,1694.96,0.005,8.4748
531,27,2025-12-21,2025,12,CARD,2040.34,0.012,24.48408
532,27,2025-12-09,2025,12,UPI,1553.3,0.005,7.7665
533,27,2025-10-22,2025,10,UPI,3915.33,0.005,19.57665
534,27,2025-11-12,2025,11,UPI,2638.96,0.005,13.1948
535,27,2026-01-19,2026,1,CARD,1885.77,0.012,22.62924
536,27,2025-11-03,2025,11,UPI,192.39,0.005,0.96195
537,27,2025-12-04,2025,12,UPI,317.06,0.005,1.5853000000000002
538,27,2026-01-26,2026,1,UPI,3541.35,0.005,17.70675
539,27,2025-10-16,2025,10,UPI,4250.9,0.005,21.2545
540,27,2025-12-11,2025,12,UPI,4804.09,0.005,24.02045
541,27,2025-10-25,2025,10,UPI,443.9,0.005,2.2195
542,27,2025-12-24,2025,12,CARD,2406.62,0.012,28.87944
543,27,2025-11-18,2025,11,CARD,4830.98,0.012,57.971759999999996
544,27,2025-11-30,2025,11,UPI,324.04,0.005,1.6202
545,27,2025-11-18,2025,11,CARD,443.37,0.012,5.3204400000000005
546,27,2026-01-15,2026,1,CARD,4243.4,0.012,50.9208
547,27,2026-01-25,2026,1,UPI,4279.91,0.005,21.39955
548,27,2025-12-11,2025,12,UPI,2309.39,0.005,11.546949999999999
549,27,2026-01-15,2026,1,CARD,613.86,0.012,7.36632
550,27,2025-11-26,2025,11,UPI,264.32,0.005,1.3215999999999999
551,27,2025-10-11,2025,10,UPI,4277.38,0.005,21.3869
552,27,2025-10-31,2025,10,CARD,3226.86,0.012,38.72232
553,27,2025-12-12,2025,12,UPI,4596.29,0.005,22.98145
554,27,2025-10-24,2025,10,UPI,2425.85,0.005,12.129249999999999
555,27,2025-12-09,2025,12,UPI,1129.11,0.005,5.645549999999999
556,27,2025-11-25,2025,11,CARD,1069.32,0.012,12.83184
557,27,2025-12-29,2025,12,UPI,904.11,0.005,4.52055
558,28,2025-10-21,2025,10,UPI,2663.66,0.005,13.318299999999999
559,28,2025-11-14,2025,11,CARD,4650.78,0.012,55.80936
560,28,2025-11-08,2025,11,CARD,368.62,0.012,4.42344
561,28,2025-11-26,2025,11,UPI,4470.23,0.005,22.351149999999997
562,28,2025-11-17,2025,11,UPI,70.65,0.005,0.35325
563,28,2026-01-27,2026,1,UPI,3250.21,0.005,16.25105
564,28,2025-11-20,2025,11,UPI,4806.05,0.005,24.030250000000002
565,28,2026-01-29,2026,1,CARD,3766.18,0.012,45.19416
566,28,2025-10-14,2025,10,UPI,2169.84,0.005,10.849200000000002
567,28,2025-10-16,2025,10,CARD,1440.85,0.012,17.2902
568,28,2025-12-03,2025,12,CARD,3439.44,0.012,41.27328
569,28,2026-01-08,2026,1,CARD,2765.6,0.012,33.1872
570,28,2025-11-30,2025,11,CARD,2402.88,0.012,28.834560000000003
571,28,2025-10-21,2025,10,UPI,1273.68,0.005,6.3684
572,28,2026-01-20,2026,1,UPI,3549.25,0.005,17.74625
573,28,2025-12-07,2025,12,CARD,1109.34,0.012,13.31208
574,28,2025-10-02,2025,10,UPI,1029.54,0.005,5.1476999999999995
575,28,2025-11-08,2025,11,UPI,1077.17,0.005,5.3858500000000005
576,28,2025-11-21,2025,11,UPI,129.45,0.005,0.64725
577,28,2025-12-06,2025,12,CARD,3703.69,0.012,44.44428
578,28,2025-10-03,2025,10,UPI,550.09,0.005,2.7504500000000003
579,28,2025-11-12,2025,11,UPI,3822.03,0.005,19.11015
580,28,2026-01-29,2026,1,CARD,1462.87,0.012,17.55444
581,28,2025-12-20,2025,12,UPI,3103.47,0.005,15.517349999999999
582,28,2025-10-06,2025,10,UPI,416.6,0.005,2.083
583,28,2026-01-12,2026,1,CARD,1158.22,0.012,13.89864
584,28,2025-10-03,2025,10,CARD,3858.45,0.012,46.3014
585,28,2025-12-26,2025,12,UPI,4906.69,0.005,24.53345
586,28,2025-12-16,2025,12,UPI,4620.88,0.005,23.104400000000002
587,29,2026-01-24,2026,1,CARD,2596.23,0.012,31.15476
588,29,2025-11-29,2025,11,UPI,570.34,0.005,2.8517
589,29,2026-01-06,2026,1,UPI,416.43,0.005,2.08215
590,29,2026-01-02,2026,1,UPI,3069.29,0.005,15.34645
591,29,2025-12-12,2025,12,UPI,65.17,0.005,0.32585000000000003
592,29,2025-11-06,2025,11,UPI,3902.5,0.005,19.5125
593,29,2025-11-07,2025,11,CARD,158.48,0.012,1.90176
594,29,2026-01-13,2026,1,CARD,3482.74,0.012,41.79288
595,29,2025-10-21,2025,10,UPI,4056.27,0.005,20.28135
596,29,2025-10-15,2025,10,UPI,512.37,0.005,2.56185
597,29,2025-10-21,2025,10,UPI,235.85,0.005,1.17925
598,29,2026-01-09,2026,1,UPI,1814.36,0.005,9.0718
599,29,2026-01-03,2026,1,CARD,4822.95,0.012,57.8754
600,29,2025-10-06,2025,10,CARD,1014.82,0.012,12.177840000000002
601,29,2025-11-02,2025,11,UPI,2390.0,0.005,11.950000000000001
602,29,2025-12-23,2025,12,CARD,489.01,0.012,5.86812
603,29,2025-12-24,2025,12,UPI,3003.0,0.005,15.015
604,29,2025-11-24,2025,11,CARD,3709.22,0.012,44.510639999999995
605,29,2025-10-22,2025,10,UPI,1673.89,0.005,8.36945
606,29,2025-11-06,2025,11,CARD,4985.88,0.012,59.830560000000006
607,29,2025-10-19,2025,10,CARD,530.81,0.012,6.369719999999999
608,29,2025-12-08,2025,12,UPI,2143.79,0.005,10.71895
609,29,2025-12-10,2025,12,UPI,2105.07,0.005,10.525350000000001
610,30,2026-01-03,2026,1,UPI,3256.37,0.005,16.28185
611,30,2025-11-18,2025,11,CARD,3764.45,0.012,45.1734
612,30,2025-10-19,2025,10,CARD,799.59,0.012,9.595080000000001
613,30,2026-01-09,2026,1,CARD,3818.59,0.012,45.823080000000004
614,30,2026-01-14,2026,1,CARD,3111.53,0.012,37.33836
615,30,2025-12-20,2025,12,CARD,1242.49,0.012,14.909880000000001
616,30,2025-11-23,2025,11,CARD,2746.69,0.012,32.960280000000004
617,30,2026-01-26,2026,1,UPI,4020.28,0.005,20.1014
618,30,2026-01-21,2026,1,UPI,1245.76,0.005,6.2288
619,30,2025-12-30,2025,12,CARD,4862.83,0.012,58.35396
620,30,2025-11-15,2025,11,UPI,3089.74,0.005,15.448699999999999
621,30,2026-01-11,2026,1,CARD,124.55,0.012,1.4946
622,30,2025-12-04,2025,12,UPI,4708.52,0.005,23.542600000000004
623,30,2025-12-05,2025,12,CARD,4101.71,0.012,49.22052
624,30,2025-12-12,2025,12,CARD,2594.73,0.012,31.136760000000002
625,30,2025-11-21,2025,11,CARD,160.38,0.012,1.92456
626,30,2025-11-08,2025,11,CARD,4119.19,0.012,49.430279999999996
627,30,2025-12-29,2025,12,CARD,3659.26,0.012,43.911120000000004
628,30,2026-01-14,2026,1,UPI,565.69,0.005,2.82845
629,30,2025-10-24,2025,10,CARD,3435.56,0.012,41.22672
630,30,2025-12-22,2025,12,UPI,4423.53,0.005,22.117649999999998
631,31,2025-11-15,2025,11,UPI,4649.39,0.005,23.246950000000002
632,31,2025-11-13,2025,11,CARD,186.76,0.012,2.24112
633,31,2025-10-01,2025,10,UPI,2166.18,0.005,10.8309
634,31,2025-10-24,2025,10,UPI,3395.1,0.005,16.9755
635,31,2025-10-23,2025,10,CARD,298.58,0.012,3.58296
636,31,2025-10-08,2025,10,UPI,3311.71,0.005,16.55855
637,31,2025-10-31,2025,10,UPI,3501.81,0.005,17.50905
638,31,2025-11-25,2025,11,UPI,4632.16,0.005,23.1608
639,31,2025-10-10,2025,10,CARD,1456.16,0.012,17.47392
640,31,2025-11-29,2025,11,CARD,3520.39,0.012,42.24468
641,31,2025-10-13,2025,10,UPI,4851.8,0.005,24.259
642,31,2025-10-22,2025,10,CARD,3151.89,0.012,37.82268
643,31,2026-01-04,2026,1,CARD,4730.21,0.012,56.76252
644,31,2025-12-09,2025,12,CARD,944.94,0.012,11.33928
645,31,2025-10-19,2025,10,UPI,1865.33,0.005,9.326649999999999
646,31,2025-10-17,2025,10,CARD,2136.02,0.012,25.63224
647,31,2025-10-13,2025,10,CARD,1227.89,0.012,14.73468
648,31,2025-11-08,2025,11,CARD,3310.81,0.012,39.72972
649,31,2025-12-30,2025,12,CARD,3056.99,0.012,36.683879999999995
650,31,2025-11-06,2025,11,UPI,3321.27,0.005,16.60635
651,32,2025-10-05,2025,10,CARD,546.94,0.012,6.563280000000001
652,32,2025-12-21,2025,12,CARD,533.65,0.012,6.4037999999999995
653,32,2025-10-07,2025,10,UPI,4016.53,0.005,20.08265
654,32,2025-11-13,2025,11,UPI,814.05,0.005,4.07025
655,32,2025-10-05,2025,10,UPI,3655.25,0.005,18.27625
656,32,2026-01-21,2026,1,UPI,2301.38,0.005,11.5069
657,32,2025-10-22,2025,10,CARD,4149.46,0.012,49.79352
658,32,2026-01-26,2026,1,CARD,4204.44,0.012,50.45328
659,32,2025-11-26,2025,11,UPI,2475.34,0.005,12.376700000000001
660,32,2025-11-15,2025,11,CARD,4527.76,0.012,54.33312
661,32,2025-10-19,2025,10,UPI,2790.71,0.005,13.95355
662,32,2025-10-23,2025,10,UPI,1289.89,0.005,6.449450000000001
663,32,2025-12-15,2025,12,CARD,1777.0,0.012,21.324
664,32,2025-11-28,2025,11,UPI,3432.99,0.005,17.16495
665,32,2025-11-17,2025,11,UPI,126.11,0.005,0.63055
666,32,2026-01-10,2026,1,UPI,1998.59,0.005,9.99295
667,33,2025-12-15,2025,12,UPI,4443.87,0.005,22.21935
668,33,2026-01-07,2026,1,UPI,1569.03,0.005,7.84515
669,33,2025-11-16,2025,11,CARD,1163.5,0.012,13.962
670,33,2026-01-08,2026,1,UPI,1696.02,0.005,8.4801
671,33,2025-10-26,2025,10,CARD,2579.39,0.012,30.95268
672,33,2025-10-30,2025,10,UPI,3484.37,0.005,17.42185
673,33,2025-12-17,2025,12,CARD,1529.84,0.012,18.35808
674,33,2025-11-28,2025,11,UPI,3259.54,0.005,16.2977
675,33,2025-10-11,2025,10,UPI,1639.43,0.005,8.19715
676,33,2026-01-03,2026,1,UPI,2878.08,0.005,14.3904
677,33,2026-01-13,2026,1,UPI,1549.34,0.005,7.7467
678,33,2026-01-22,2026,1,UPI,1993.13,0.005,9.96565
679,33,2025-12-10,2025,12,CARD,340.82,0.012,4.08984
680,33,2025-10-12,2025,10,UPI,3890.85,0.005,19.45425
681,33,2025-11-23,2025,11,UPI,2272.75,0.005,11.36375
682,33,2025-10-07,2025,10,CARD,1833.45,0.012,22.0014
683,33,2025-12-04,2025,12,UPI,3341.02,0.005,16.7051
684,33,2025-11-23,2025,11,UPI,3211.5,0.005,16.0575
685,33,2025-10-19,2025,10,UPI,99.49,0.005,0.49745
686,33,2025-10-14,2025,10,CARD,4588.78,0.012,55.06536
687,34,2025-11-28,2025,11,UPI,1939.96,0.005,9.6998
688,34,2025-12-23,2025,12,CARD,3629.25,0.012,43.551
689,34,2025-11-16,2025,11,CARD,1736.23,0.012,20.83476
690,34,2025-10-11,2025,10,CARD,552.05,0.012,6.624599999999999
691,34,2025-10-18,2025,10,UPI,4460.03,0.005,22.30015
692,34,2025-12-18,2025,12,UPI,2245.86,0.005,11.2293
693,34,2025-12-30,2025,12,CARD,4328.1,0.012,51.937200000000004
694,34,2025-10-15,2025,10,UPI,3426.62,0.005,17.1331
695,34,2025-12-06,2025,12,UPI,4757.57,0.005,23.78785
696,34,2025-11-03,2025,11,UPI,3602.32,0.005,18.0116
697,34,2025-10-09,2025,10,UPI,4087.29,0.005,20.43645
698,34,2025-10-30,2025,10,UPI,1073.08,0.005,5.3654
699,34,2025-10-13,2025,10,UPI,3697.98,0.005,18.489900000000002
700,34,2025-11-07,2025,11,UPI,3374.47,0.005,16.87235
701,34,2025-10-02,2025,10,CARD,3032.48,0.012,36.38976
702,34,2025-10-02,2025,10,CARD,116.71,0.012,1.40052
703,35,2025-12-29,2025,12,UPI,3553.43,0.005,17.76715
704,35,2025-10-13,2025,10,UPI,2769.55,0.005,13.847750000000001
705,35,2025-10-07,2025,10,CARD,3422.44,0.012,41.06928
706,35,2025-11-17,2025,11,CARD,1206.48,0.012,14.47776
707,35,2025-11-09,2025,11,CARD,4213.97,0.012,50.567640000000004
708,35,2025-12-02,2025,12,UPI,4037.52,0.005,20.1876
709,35,2025-12-23,2025,12,UPI,3578.29,0.005,17.89145
710,35,2025-12-04,2025,12,CARD,1470.03,0.012,17.64036
711,35,2025-10-04,2025,10,CARD,3943.76,0.012,47.325120000000005
712,35,2025-10-18,2025,10,CARD,1013.92,0.012,12.16704
713,35,2025-12-01,2025,12,CARD,3156.81,0.012,37.88172
714,35,2025-12-31,2025,12,CARD,1435.15,0.012,17.2218
715,35,2026-01-09,2026,1,UPI,1226.9,0.005,6.134500000000001
716,35,2025-11-21,2025,11,CARD,2301.51,0.012,27.618120000000005
717,35,2025-10-22,2025,10,UPI,4065.88,0.005,20.3294
718,36,2025-11-23,2025,11,CARD,503.1,0.012,6.0372
719,36,2025-10-21,2025,10,UPI,2935.91,0.005,14.679549999999999
720,36,2026-01-11,2026,1,UPI,1471.34,0.005,7.3567
721,36,2025-10-25,2025,10,UPI,1411.69,0.005,7.058450000000001
722,36,2025-11-14,2025,11,UPI,3407.72,0.005,17.0386
723,36,2025-11-14,2025,11,UPI,4217.45,0.005,21.08725
724,36,2025-10-24,2025,10,UPI,3111.64,0.005,15.5582
725,36,2025-11-08,2025,11,UPI,1731.98,0.005,8.6599
726,36,2025-12-07,2025,12,UPI,4300.43,0.005,21.50215
727,36,2026-01-14,2026,1,UPI,2176.43,0.005,10.88215
728,36,2025-12-10,2025,12,CARD,303.88,0.012,3.64656
729,36,2025-12-30,2025,12,UPI,4349.26,0.005,21.7463
730,36,2026-01-20,2026,1,UPI,3532.35,0.005,17.66175
731,36,2025-11-17,2025,11,UPI,4832.28,0.005,24.1614
732,36,2025-10-24,2025,10,UPI,2478.99,0.005,12.39495
733,36,2025-12-08,2025,12,UPI,1685.35,0.005,8.42675
734,37,2026-01-02,2026,1,UPI,2247.58,0.005,11.2379
735,37,2025-12-16,2025,12,UPI,3183.04,0.005,15.9152
736,37,2025-10-30,2025,10,CARD,2572.6,0.012,30.871199999999998
737,37,2025-11-17,2025,11,CARD,1668.97,0.012,20.02764
738,37,2025-11-05,2025,11,UPI,2936.46,0.005,14.6823
739,37,2025-10-28,2025,10,CARD,4666.41,0.012,55.99692
740,37,2025-10-20,2025,10,UPI,3264.91,0.005,16.32455
741,37,2025-12-07,2025,12,UPI,3813.42,0.005,19.0671
742,37,2025-12-15,2025,12,CARD,1580.78,0.012,18.96936
743,37,2025-11-19,2025,11,UPI,628.77,0.005,3.14385
744,37,2026-01-19,2026,1,CARD,2899.83,0.012,34.79796
745,37,2026-01-20,2026,1,CARD,2725.75,0.012,32.709
746,37,2026-01-22,2026,1,UPI,1262.98,0.005,6.314900000000001
747,38,2026-01-14,2026,1,UPI,2240.82,0.005,11.2041
748,38,2025-11-02,2025,11,UPI,3992.39,0.005,19.961949999999998
749,38,2026-01-29,2026,1,CARD,4926.96,0.012,59.12352
750,38,2025-10-22,2025,10,UPI,3975.88,0.005,19.8794
751,38,2025-10-25,2025,10,CARD,4616.95,0.012,55.4034
752,38,2025-11-16,2025,11,CARD,1087.1,0.012,13.0452
753,38,2026-01-11,2026,1,CARD,3852.17,0.012,46.226040000000005
754,38,2025-12-14,2025,12,CARD,2707.4,0.012,32.488800000000005
755,38,2025-10-04,2025,10,CARD,2753.29,0.012,33.03948
756,38,2025-10-11,2025,10,CARD,4564.61,0.012,54.77532
757,38,2025-10-22,2025,10,UPI,3446.19,0.005,17.23095
758,38,2026-01-04,2026,1,UPI,4889.96,0.005,24.4498
759,38,2025-11-09,2025,11,CARD,3812.07,0.012,45.74484
760,38,2025-12-28,2025,12,CARD,2241.64,0.012,26.89968
761,38,2025-10-08,2025,10,CARD,4234.16,0.012,50.80992
762,38,2025-12-21,2025,12,UPI,4622.33,0.005,23.11165
763,38,2025-12-13,2025,12,UPI,4052.42,0.005,20.2621
764,38,2026-01-07,2026,1,CARD,2050.22,0.012,24.602639999999997
765,38,2025-12-10,2025,12,CARD,1019.12,0.012,12.22944
766,38,2026-01-09,2026,1,CARD,2998.19,0.012,35.97828
767,38,2025-11-08,2025,11,CARD,1793.85,0.012,21.5262
768,38,2026-01-20,2026,1,UPI,2805.4,0.005,14.027000000000001
769,39,2025-12-05,2025,12,UPI,1232.61,0.005,6.163049999999999
770,39,2026-01-25,2026,1,UPI,2280.04,0.005,11.4002
771,39,2025-11-09,2025,11,UPI,4344.05,0.005,21.72025
772,39,2025-10-28,2025,10,CARD,2758.83,0.012,33.10596
773,39,2026-01-15,2026,1,UPI,4306.06,0.005,21.530300000000004
774,39,2025-12-25,2025,12,CARD,4804.9,0.012,57.6588
775,39,2025-11-11,2025,11,CARD,4755.98,0.012,57.07176
776,39,2026-01-21,2026,1,UPI,190.12,0.005,0.9506
777,39,2025-10-24,2025,10,CARD,639.46,0.012,7.673520000000001
778,39,2025-11-29,2025,11,CARD,471.59,0.012,5.659079999999999
779,39,2025-11-27,2025,11,CARD,2995.4,0.012,35.9448
780,39,2025-12-21,2025,12,CARD,3407.13,0.012,40.885560000000005
781,39,2025-12-20,2025,12,CARD,2276.12,0.012,27.31344
782,39,2026-01-23,2026,1,CARD,1832.59,0.012,21.99108
783,39,2026-01-24,2026,1,CARD,1605.42,0.012,19.265040000000003
784,39,2025-10-09,2025,10,UPI,131.41,0.005,0.65705
785,39,2025-10-31,2025,10,CARD,2575.77,0.012,30.90924
786,39,2025-11-20,2025,11,CARD,1601.63,0.012,19.21956
787,39,2025-10-12,2025,10,CARD,3316.66,0.012,39.79992
788,39,2025-12-24,2025,12,UPI,421.43,0.005,2.10715
789,39,2025-12-24,2025,12,UPI,754.63,0.005,3.7731500000000002
790,40,2025-10-26,2025,10,UPI,911.82,0.005,4.5591
791,40,2025-10-19,2025,10,CARD,491.47,0.012,5.897640000000001
792,40,2025-12-02,2025,12,CARD,443.46,0.012,5.32152
793,40,2025-12-11,2025,12,CARD,4646.58,0.012,55.75896
794,40,2025-11-26,2025,11,UPI,202.14,0.005,1.0107
795,40,2026-01-01,2026,1,CARD,1013.89,0.012,12.16668
796,40,2025-12-16,2025,12,UPI,1033.59,0.005,5.167949999999999
797,40,2025-10-28,2025,10,UPI,1921.02,0.005,9.6051
798,40,2025-11-10,2025,11,UPI,383.85,0.005,1.9192500000000001
799,40,2026-01-02,2026,1,CARD,2975.61,0.012,35.70732
800,40,2026-01-19,2026,1,UPI,1251.08,0.005,6.2554
801,40,2026-01-03,2026,1,CARD,3314.08,0.012,39.76896
802,40,2025-12-17,2025,12,UPI,2407.18,0.005,12.0359
803,40,2025-12-13,2025,12,CARD,1271.99,0.012,15.26388
804,40,2025-12-12,2025,12,UPI,4105.34,0.005,20.5267
805,40,2025-11-06,2025,11,CARD,2178.16,0.012,26.137919999999998
